,reg,class
0,0.002122999861089279,0.597188622917912
1,0.001929612055043469,0.5105774456455485
2,0.0003348093974887269,0.5348464896509584
3,0.0007187902145751479,0.5957997132467726
4,0.0008487001761197737,0.5535889277111591
5,0.0006134621433575214,0.6431346027006958
6,0.00024821831545112554,0.4880984241393904
7,0.0014945563065121095,0.619042646862495
8,7.914452727162671e-05,0.6211600144611509
9,-0.00024470129811697436,0.5717953578205182
10,0.0016379327207982643,0.5330563394848807
11,0.0004796408033109237,0.6472240593305116
12,0.0007856170289631785,0.6051544900407608
13,0.0005368010708043265,0.4516132511915867
14,-0.0005927530367181217,0.4873323577759418
15,-1.793999514503779e-05,0.5455065308553914
16,0.000774935730512714,0.597391794967518
17,0.0003137318054461671,0.38379171717863436
18,-0.00029343077393663257,0.532517750825455
19,0.0005701671334094485,0.560040331758317
20,7.61014411864145e-05,0.5399246078876199
21,0.0011629084147442518,0.6905585583088313
22,0.00025838983842558274,0.4856238306264275
23,0.0005283508741774824,0.5703373590586462
24,0.0011892150379685911,0.5750817813752555
25,0.0006405117197924291,0.5798834302727198
26,0.0011126693247965488,0.6145168456954986
27,0.00034861365496074195,0.5033798095798461
28,0.00048283503372337515,0.646449579561908
29,0.00019503214265464592,0.46820248431552164
30,0.0010594598719456552,0.6104211986340954
31,0.0009693010829720631,0.5028982640204757
32,0.0007764692890683317,0.6597706436712162
33,0.00038758812382091014,0.5842411771368254
34,0.0004946713833545968,0.6011771636293124
35,4.1303065162944696e-05,0.5705731239828623
36,0.0010641926629635513,0.4905426605477646
37,-0.00017546199757072591,0.6323218960714504
38,5.467035302388605e-05,0.4612927718094149
39,0.0005317010096207799,0.5545621522393701
40,0.0013660936369985738,0.5587391791187042
41,0.0006949468765697078,0.5458724663102218
42,0.0005439300462525446,0.5964005584373747
43,0.0009515179790981545,0.6366128161997389
44,0.0012124000345682885,0.6233318361718351
45,0.0005922218505471129,0.6354609806597226
46,7.028926335870352e-05,0.6017728138275759
47,0.0005654586280745753,0.6584349571172574
48,0.000695088034974555,0.47584797614277685
49,0.0013269437779919713,0.5846093287740413
50,0.000529811443864083,0.7480795676111299
51,0.0014676326127171086,0.6569580079645677
52,0.000845377075178588,0.49525792196598123
53,0.0012214356325972926,0.5483212803697202
54,0.000523030108468864,0.5747923807176132
55,0.0008019614854700325,0.5967983975440913
56,0.001236847433488937,0.5025493903910399
57,0.0010924725640643995,0.5938805988883519
58,0.0005810195116860837,0.5106214819465865
59,0.001597098046708881,0.5031180841758001
60,0.0005093484859056226,0.5458977310880687
61,0.0008725174093242604,0.6703255582031334
62,0.00041263917017366023,0.6016530719369932
63,0.00013630789218829835,0.6264016302595031
64,0.0003918054755658908,0.5468626644342194
65,8.072797315513571e-05,0.6034760681251201
66,0.00031520109200327455,0.5719968062497174
67,-7.246487126334435e-05,0.6048453473619569
68,0.00012052671335368978,0.5764564346307004
69,0.0005638256895582875,0.5630994490601621
70,0.0003348712414978603,0.4617704109367287
71,0.0011613605686833436,0.5552728597586362
72,-0.00030115432171661644,0.5006024615836833
73,0.000643818711374165,0.5788767757186505
74,0.0008429160287464172,0.5322662642266789
75,0.0007805561776823882,0.5698922021026965
76,-6.262957216437862e-05,0.502646000245486
77,0.0006334714763812647,0.575575034307602
78,6.243574110346438e-05,0.5115195833288085
79,0.0007555738189802243,0.5275501205266996
80,0.0008661935137656936,0.5387631677321894
