TRADE_DATE,STOCK_CODE,OPEN,HIGH,LOW,CLOSE,VOL,AMT
20150326,000300,3921.745,3991.997,3892.878,3949.999,346756315.0,468538490.771
20150402,000300,4149.946,4156.842,4068.649,4124.776,339070487.0,476617837.707
20150407,000300,4213.894,4260.471,4197.019,4260.044,415362654.0,564646323.685
20150408,000300,4277.45,4304.78,4204.826,4295.803,458676715.0,658308062.76
20150410,000300,4249.383,4351.687,4231.196,4344.416,348190170.0,509354291.196
20150413,000300,4394.047,4432.024,4361.589,4421.073,434153036.0,598518139.93
20150414,000300,4432.126,4474.353,4385.908,4438.184,434432126.0,602127441.917
20150416,000300,4355.491,4513.765,4335.63,4513.546,422603748.0,564722844.124
20150417,000300,4578.679,4630.27,4553.904,4596.136,552802663.0,733953610.122
20150422,000300,4637.055,4740.933,4632.589,4739.814,516213792.0,769924803.864
20150423,000300,4764.481,4782.044,4693.967,4740.892,497430954.0,752258236.225
20150424,000300,4682.626,4730.43,4618.318,4702.641,480152936.0,721273097.49
20150428,000300,4811.319,4839.078,4703.567,4741.861,608638545.0,860349875.255
20150429,000300,4722.903,4797.927,4695.793,4774.326,395056980.0,601676350.605
20150430,000300,4788.412,4818.725,4749.485,4749.886,399727444.0,612511415.165
20150505,000300,4785.192,4785.192,4572.983,4596.837,460419626.0,660020218.474
20150506,000300,4626.231,4700.909,4511.761,4553.327,376073702.0,586033987.365
20150507,000300,4520.818,4546.338,4467.459,4470.089,297759203.0,427189953.161
20150512,000300,4692.122,4748.004,4660.016,4747.421,377053891.0,607123299.939
20150513,000300,4746.713,4758.002,4678.845,4718.436,370730424.0,590479847.838
20150515,000300,4690.755,4690.755,4592.05,4617.47,328431166.0,506695010.176
20150518,000300,4582.058,4623.383,4565.061,4575.14,269180489.0,434083129.375
20150519,000300,4577.637,4740.005,4577.637,4731.222,314785952.0,524232160.128
20150521,000300,4768.689,4841.615,4746.029,4840.976,305054537.0,505346105.539
20150525,000300,4949.11,5099.839,4949.11,5099.495,465736590.0,757085825.931
20150528,000300,5174.101,5213.183,4831.329,4834.007,571829047.0,873207363.731
20150529,000300,4839.53,4924.303,4665.521,4840.829,427878859.0,636008152.61
20150601,000300,4862.756,5079.319,4835.774,5076.179,417503741.0,637843681.462
20150602,000300,5091.272,5162.556,5047.081,5161.87,412973196.0,658452859.697
20150605,000300,5254.905,5288.34,5104.178,5230.552,545961196.0,855224403.052
20150608,000300,5259.408,5370.609,5202.595,5353.751,637313237.0,949498013.951
20150609,000300,5379.47,5380.426,5251.208,5317.461,570427263.0,871431819.564
20150610,000300,5254.3042,5374.8296,5209.6795,5309.112,442165676.0,711509256.785
20160107,000300,3481.1499,3481.1499,3284.7374,3294.3839,44102641.0,47130795.628
20160108,000300,3371.871,3418.8508,3237.9307,3361.5632,185959451.0,203498868.289
20160111,000300,3303.1246,3342.4807,3192.4499,3192.4499,174638387.0,184464050.18
20160112,000300,3214.8234,3242.2532,3174.5497,3215.7099,128225796.0,142048909.71
20160113,000300,3240.4838,3257.2953,3155.8787,3155.8787,120666494.0,130886082.444
20160114,000300,3076.6445,3226.6576,3072.0389,3221.5714,134537671.0,144771580.596
20160115,000300,3200.888,3216.7977,3101.0522,3118.7301,124601779.0,131882737.252
20160118,000300,3068.2348,3165.6164,3066.727,3130.7289,101128386.0,109458287.764
20160122,000300,3114.895,3132.1708,3053.9581,3113.4626,89951087.0,96885673.842
20160125,000300,3129.0279,3149.3322,3105.1004,3128.886,81540061.0,85777891.364
20160127,000300,2953.1826,2963.5438,2839.2899,2930.3519,132229366.0,126997670.778
20160128,000300,2909.3341,2941.8866,2841.8442,2853.7562,99222756.0,95663874.927
20160129,000300,2855.5983,2965.3093,2854.3712,2946.0902,113304259.0,109462356.68
20160203,000300,2931.2883,2954.71,2909.8982,2948.6386,77389000.0,74817092.259
20160205,000300,2982.0563,2988.3597,2962.8471,2963.7894,76850808.0,77443222.334
20160215,000300,2888.4277,2961.4926,2886.0183,2946.7066,72919434.0,71285049.141
20160217,000300,3034.0902,3065.7845,3027.0458,3063.3199,128291607.0,122279340.234
20160219,000300,3047.9417,3065.9677,3032.6336,3051.585,87338012.0,90849341.804
20160223,000300,3117.2027,3119.2209,3061.4294,3089.3632,112567391.0,117476469.063
20160224,000300,3077.6062,3109.5454,3055.2511,3109.5454,111782650.0,112918607.549
20160301,000300,2881.3353,2950.4361,2863.3228,2930.6937,116045918.0,110491037.808
20160302,000300,2933.9209,3054.7237,2933.1162,3051.3327,175972347.0,164025161.471
20160303,000300,3050.3886,3078.4437,3040.2463,3058.4219,173105744.0,165509087.742
20160304,000300,3047.5371,3101.6556,3032.4235,3093.8895,219172534.0,205520475.543
20160307,000300,3108.9994,3130.9032,3083.5843,3104.8397,132462037.0,127790344.488
20160308,000300,3100.1492,3109.2499,3001.8285,3107.6727,136235742.0,128758488.144
20160314,000300,3039.5689,3106.8002,3033.9997,3065.6904,117108655.0,123539094.703
20160315,000300,3061.3427,3077.0846,3028.5781,3074.7796,98311941.0,101302845.698
20160316,000300,3068.8664,3100.3518,3064.5209,3090.0328,124736448.0,126128854.001
20160530,000300,3056.3138,3075.2613,3037.6647,3066.7095,63098579.0,63496565.009
20160602,000300,3158.0259,3168.824,3151.0654,3167.0997,86003427.0,97093625.345
20160606,000300,3192.7793,3197.2204,3168.554,3178.7883,76693751.0,101176231.366
20160607,000300,3182.4374,3186.6167,3168.1792,3177.0536,68928314.0,88711618.425
20160617,000300,3096.0901,3131.0485,3096.0901,3110.3572,85402985.0,97953389.32
20160620,000300,3114.9064,3118.7254,3089.7127,3112.6744,63587141.0,74647802.462
20160621,000300,3124.8984,3155.4927,3097.9402,3106.3175,87965345.0,107233643.632
20160624,000300,3110.6465,3130.5391,3033.9651,3077.1554,104792208.0,118967441.702
20160628,000300,3107.3979,3139.4301,3099.7012,3136.4013,92024637.0,117197791.504
20160629,000300,3142.4842,3158.0762,3139.1325,3151.3898,103723668.0,117958861.189
20160707,000300,3206.5507,3220.5404,3190.1235,3209.9542,118595202.0,140488833.675
20160714,000300,3277.4816,3281.9503,3259.0653,3276.7637,107525798.0,128090420.917
20160718,000300,3269.7077,3281.6375,3251.7659,3262.0222,110312518.0,129785706.199
20160725,000300,3220.1658,3243.7902,3218.1419,3230.885,70203185.0,92015844.035
20160726,000300,3228.234,3269.7457,3228.0075,3269.5882,81051089.0,103745762.758
20160727,000300,3270.0837,3276.5112,3157.4093,3218.243,160188665.0,186928366.498
20160728,000300,3204.4645,3235.7816,3195.2696,3221.1365,112779964.0,137295892.753
20160729,000300,3217.1923,3225.4184,3198.6839,3203.9304,88044837.0,103787029.748
20160801,000300,3196.425,3199.9751,3156.7488,3176.8091,87003497.0,98818634.361
20160802,000300,3173.7576,3189.0529,3165.5422,3189.0529,62167639.0,70640763.842
20160804,000300,3190.546,3201.5539,3170.4189,3201.2888,73504373.0,86919591.121
20160816,000300,3403.3839,3418.6884,3372.0206,3378.2451,196389740.0,226785231.085
20160817,000300,3377.7713,3394.3887,3356.9244,3373.0476,138847688.0,167917530.856
20160819,000300,3358.555,3374.045,3341.1922,3365.0197,119961508.0,135382706.293
20160822,000300,3364.681,3372.8331,3335.4695,3336.7949,107951008.0,128201783.812
20160829,000300,3306.5749,3315.0789,3297.0697,3307.7812,77036333.0,88011642.022
20160830,000300,3310.3188,3325.1218,3304.5966,3311.9872,75725987.0,89513016.667
20160901,000300,3326.7389,3329.3455,3301.2129,3301.5767,84947219.0,100911462.823
20160902,000300,3298.7217,3320.4252,3295.7554,3314.1142,82791803.0,99396378.584
20160907,000300,3344.0657,3357.3567,3337.7508,3340.8172,102940106.0,115119908.617
20160908,000300,3338.0082,3343.395,3328.2264,3339.564,71916158.0,83742346.85
20160909,000300,3339.3733,3344.951,3318.044,3318.044,82657036.0,95471188.732
20160912,000300,3271.8702,3276.7163,3234.573,3262.6043,122917682.0,134456630.927
20160913,000300,3265.3373,3269.2224,3246.3857,3260.333,67180288.0,76862644.231
20160919,000300,3242.7429,3264.8995,3242.7429,3263.1242,58831082.0,67678031.642
20160922,000300,3281.4718,3303.1993,3277.9791,3291.1211,75753542.0,89991761.655
20160923,000300,3292.2788,3293.9162,3275.025,3275.6665,57993986.0,68046257.25
20160927,000300,3214.8704,3240.7756,3214.4414,3240.7546,58460550.0,66651130.361
20161213,000300,3394.2072,3416.2147,3370.5956,3405.0355,121105097.0,124454188.749
20161214,000300,3399.4113,3412.2795,3378.2656,3378.9453,124007744.0,126182669.414
20161215,000300,3363.8597,3378.0367,3327.1429,3340.4338,114960660.0,121507811.54
20161216,000300,3335.3625,3356.2916,3330.4928,3346.0305,90775422.0,98112206.845
20161219,000300,3342.3449,3344.8584,3324.9986,3328.9827,81640678.0,86095693.838
20161220,000300,3328.2985,3329.1022,3289.2682,3309.0641,87569592.0,88527345.889
20161221,000300,3313.7451,3342.4761,3313.7451,3338.536,108254995.0,106205485.213
20161222,000300,3335.1218,3340.3628,3322.7196,3335.672,92277249.0,92564877.57
20161223,000300,3333.4009,3334.8937,3300.8843,3307.5991,97444713.0,99575473.231
20161226,000300,3293.2236,3322.4212,3267.0481,3322.4006,89793982.0,95493219.936
20161227,000300,3319.2061,3330.2324,3315.8318,3316.3852,75486359.0,79617133.03
20161228,000300,3315.7526,3320.5467,3293.1737,3301.8887,69000437.0,71759839.566
20161229,000300,3297.036,3312.113,3288.0959,3297.7648,70087923.0,75972960.431
20161230,000300,3302.5993,3313.5497,3295.7513,3310.0808,71744116.0,76921368.838
20160317,000300,3096.8076,3147.8413,3077.5717,3124.2039,121661777.0,136603715.775
20160318,000300,3136.223,3197.668,3130.102,3171.963,197302564.0,210017810.346
20160321,000300,3203.2929,3267.7751,3198.3608,3249.4372,233269464.0,256836636.273
20160322,000300,3231.6146,3249.6772,3218.7276,3225.7903,161020897.0,194211982.989
20160323,000300,3217.7288,3242.2466,3202.9759,3236.0924,125679286.0,155567074.583
20160324,000300,3211.496,3221.9061,3181.8128,3181.8507,133131122.0,162436036.415
20160325,000300,3176.8101,3204.4423,3174.3179,3197.8169,97395330.0,115195604.431
20160328,000300,3206.9532,3229.6237,3161.8782,3169.7283,103441933.0,123844044.128
20160329,000300,3171.3138,3178.0748,3122.7605,3135.4098,97294747.0,113844280.553
20160330,000300,3161.2886,3216.6755,3161.2886,3216.2753,117802512.0,140721774.451
20160331,000300,3229.1995,3241.9268,3208.6649,3218.0879,121552074.0,147267617.416
20160401,000300,3213.674,3222.6124,3165.8555,3221.8948,118122139.0,127050098.456
20160405,000300,3211.3046,3271.9301,3205.2065,3264.4858,146047772.0,159296543.667
20160406,000300,3250.5215,3267.64,3236.1961,3257.5276,120196305.0,137206268.587
20160407,000300,3266.2883,3270.8202,3208.6443,3209.2902,112409467.0,128273067.72
20160408,000300,3189.8456,3197.7736,3163.305,3185.7258,101005625.0,113920716.519
20160411,000300,3213.507,3251.5717,3213.507,3230.0957,125212709.0,142759491.34
20160412,000300,3227.3673,3232.2642,3198.9027,3218.4497,92869437.0,99086557.951
20160413,000300,3237.8575,3296.5228,3237.8575,3261.3831,195613866.0,200159601.29
20160414,000300,3277.0982,3286.0716,3252.0499,3275.8321,113157327.0,117989443.45
20160415,000300,3279.8566,3282.9846,3261.7299,3272.2053,99807529.0,107963982.334
20160418,000300,3252.6706,3252.6706,3221.6623,3228.4531,97090069.0,103956150.095
20160419,000300,3243.9712,3250.7253,3221.5773,3238.3029,80871440.0,90976236.261
20160421,000300,3160.7958,3198.557,3150.9395,3160.6033,104752651.0,110324379.038
20160422,000300,3142.5611,3175.3799,3137.9927,3174.9012,77078492.0,82442921.903
20160426,000300,3159.7706,3181.0954,3150.4041,3179.1605,59020734.0,68871554.173
20160428,000300,3169.3333,3174.7662,3135.6425,3160.5809,69870660.0,78876767.222
20160429,000300,3153.5371,3171.2887,3149.3966,3156.7451,58029776.0,70807704.222
20160503,000300,3159.823,3218.485,3151.4045,3213.5397,98164835.0,115733867.591
20160504,000300,3203.4653,3222.8816,3198.2919,3209.4614,90862408.0,97797134.813
20160506,000300,3213.1358,3216.893,3130.1469,3130.3544,108680240.0,119265216.104
20160509,000300,3115.4301,3115.4301,3055.0057,3065.6154,99230477.0,100409213.488
20160512,000300,3059.3831,3095.3489,3035.0228,3090.1372,78765726.0,81418792.606
20160513,000300,3081.6797,3103.0955,3064.691,3074.9351,62629755.0,65850995.649
20160516,000300,3064.5261,3095.5554,3053.6619,3095.3085,59461856.0,64405200.02
20160517,000300,3095.5229,3105.2013,3073.459,3086.0249,65278125.0,75389385.458
20160519,000300,3060.3426,3086.977,3058.145,3062.5002,60444166.0,68679060.392
20160520,000300,3047.7778,3078.5316,3041.5169,3078.2183,56080842.0,65124251.092
20160523,000300,3078.515,3098.4782,3076.5039,3087.2225,59697216.0,70337514.484
20160929,000300,3234.857,3257.7668,3234.8032,3244.3874,55452556.0,62220302.312
20160930,000300,3240.1775,3260.9405,3239.0364,3253.2848,44978022.0,52655734.553
20161013,000300,3299.1557,3307.4091,3292.3974,3302.6455,81224198.0,79923748.596
20161019,000300,3323.3038,3332.5201,3309.8313,3316.2407,101167725.0,96354442.199
20161026,000300,3365.1975,3367.831,3349.5744,3354.8003,98024786.0,104719318.22
20161027,000300,3351.4603,3352.3545,3335.1332,3345.695,77629851.0,85241012.414
20161028,000300,3347.1438,3370.7485,3337.2888,3340.1262,93133309.0,104797971.448
20161031,000300,3332.406,3340.4695,3317.3279,3336.2778,71352863.0,80701820.968
20161101,000300,3338.7099,3359.3941,3334.4568,3359.0515,74938199.0,84717683.75
20161103,000300,3326.9045,3379.9889,3324.8378,3365.085,126223504.0,137386468.361
20161104,000300,3362.2055,3377.6394,3348.4263,3354.1749,104069655.0,110813764.577
20161110,000300,3374.906,3403.0158,3374.906,3390.6119,134705535.0,133277399.553
20161117,000300,3423.4654,3437.669,3412.8771,3436.535,121561731.0,121576882.948
20161118,000300,3437.4898,3443.1185,3413.2698,3417.4554,115951205.0,117345607.612
20161123,000300,3473.8949,3492.9564,3465.7639,3474.7289,162388504.0,171247116.196
20161128,000300,3538.6754,3553.3603,3528.3196,3535.0807,207375483.0,219859766.828
20161130,000300,3557.6357,3567.0689,3527.0231,3538.001,178560178.0,190681227.631
20161201,000300,3543.9555,3575.97,3543.245,3565.036,180170761.0,199637742.998
20161202,000300,3559.7711,3562.5497,3516.7881,3528.9547,196355480.0,203742147.476
20161209,000300,3464.8733,3507.9276,3461.7612,3493.7004,150303308.0,152674867.707
20160525,000300,3079.7486,3089.1022,3054.8697,3059.2259,56652803.0,63316562.53
20160526,000300,3056.6004,3072.524,3027.444,3064.2111,60392981.0,65985183.919
20160527,000300,3059.732,3073.7562,3052.1793,3062.4993,60468750.0,59371777.079
20160531,000300,3068.5964,3170.926,3068.5964,3169.5598,138863111.0,151398175.957
20160601,000300,3172.9619,3181.7926,3159.8175,3160.547,113148482.0,131700821.152
20160603,000300,3172.946,3201.7492,3162.088,3189.3255,101491783.0,136332027.087
20160608,000300,3171.8134,3174.9719,3148.3517,3163.9864,76291775.0,97682790.861
20160613,000300,3134.0453,3145.6057,3065.7674,3066.3413,92975947.0,114091320.004
20160614,000300,3058.4433,3078.7494,3055.6553,3075.9834,66279457.0,78622305.35
20160615,000300,3043.9577,3128.6733,3042.2328,3116.3682,87393257.0,106170177.872
20160616,000300,3104.3619,3112.4755,3089.4777,3094.6748,82974703.0,93496238.871
20160622,000300,3100.4496,3134.0608,3096.9919,3133.9611,66487113.0,81348715.848
20160623,000300,3129.7207,3129.7207,3102.4811,3117.3168,67751738.0,81732552.159
20160627,000300,3065.128,3120.6405,3064.9664,3120.5443,83267259.0,104066083.791
20160630,000300,3152.8331,3163.7205,3148.1987,3153.921,79692617.0,100627912.925
20160701,000300,3156.932,3170.2583,3148.2948,3154.2003,71746283.0,91215027.688
20160704,000300,3136.3852,3210.6016,3134.0233,3204.6962,133310529.0,149894780.037
20160705,000300,3199.1572,3216.7029,3197.9956,3207.3827,130226895.0,143899100.428
20160706,000300,3197.6249,3217.5158,3183.4511,3216.8035,124897458.0,147232471.496
20160708,000300,3199.7542,3204.9283,3183.9594,3192.2804,89734855.0,111063465.417
20160711,000300,3199.0383,3235.9623,3197.6255,3203.3298,138529511.0,155288151.673
20160712,000300,3201.9062,3273.4738,3200.3034,3273.1823,172534217.0,190853738.897
20160713,000300,3274.0202,3300.9912,3271.7752,3282.8681,175196090.0,196592300.322
20160715,000300,3278.8357,3285.026,3265.2906,3276.2775,102665026.0,125179812.929
20160719,000300,3260.4349,3264.7303,3226.1987,3248.2341,88886861.0,107108911.172
20160720,000300,3246.8626,3254.5076,3232.2568,3237.6051,72701255.0,91367448.994
20160721,000300,3238.3367,3271.3739,3238.3034,3252.5227,86004825.0,107464072.513
20160722,000300,3251.242,3253.7694,3220.8937,3225.1621,86029128.0,107416887.32
20160803,000300,3179.6842,3197.1573,3173.5356,3193.5073,72864102.0,79754323.301
20160805,000300,3201.3543,3224.873,3192.8614,3205.1101,77196366.0,94429542.391
20160808,000300,3199.5723,3234.4795,3187.2521,3234.1833,86676051.0,102638114.597
20160809,000300,3232.603,3257.3336,3229.1741,3256.9813,91065259.0,105924052.436
20160810,000300,3255.1822,3261.8609,3242.7509,3243.3409,90430372.0,106157448.028
20160811,000300,3239.5583,3274.0261,3232.6127,3233.3604,101041213.0,116996159.046
20160812,000300,3231.8065,3294.2337,3231.1366,3294.2337,116254044.0,129354686.387
20160815,000300,3303.4688,3417.9147,3302.3776,3393.4239,220543421.0,258897463.91
20160818,000300,3369.9472,3394.7912,3349.6879,3364.4851,142380169.0,172256533.0
20160823,000300,3332.621,3359.6477,3324.9603,3341.8298,92924516.0,108503692.377
20160824,000300,3341.9304,3348.1291,3323.7251,3329.8631,81191429.0,94012832.2
20160825,000300,3314.0846,3315.0812,3279.8064,3308.9721,100589153.0,112578140.01
20160104,000300,3725.8561,3726.2446,3468.9485,3469.0662,115370674.0,145968206.095
20160105,000300,3382.1769,3518.217,3377.2799,3478.7797,162116984.0,196017085.879
20160106,000300,3482.4064,3543.7394,3468.4666,3539.8082,145966144.0,160947198.402
20160119,000300,3132.7047,3227.908,3119.2163,3223.1251,127653893.0,142907686.296
20160120,000300,3204.2183,3225.9496,3154.4259,3174.3781,130650504.0,143313337.192
20160121,000300,3136.3841,3202.5381,3081.3454,3081.3454,111189733.0,121856195.433
20160126,000300,3099.5957,3106.5302,2934.6469,2940.5085,126933921.0,127250652.518
20160201,000300,2939.0401,2944.5172,2869.5614,2901.0477,86795342.0,82931453.498
20160202,000300,2901.5284,2972.4258,2901.5119,2961.3337,88601963.0,88740230.428
20160204,000300,2960.3335,2999.2061,2960.2065,2984.7598,91779724.0,91550346.872
20160216,000300,2962.1871,3042.0886,2962.1871,3037.0353,112579643.0,112300492.317
20160218,000300,3079.5272,3093.5129,3049.8407,3053.6985,124401464.0,122618612.161
20160222,000300,3083.9325,3128.2069,3071.3289,3118.8675,140946968.0,141684080.627
20160225,000300,3104.4097,3104.4357,2905.4565,2918.7501,157829752.0,153493008.194
20160226,000300,2942.0954,2964.3851,2902.948,2948.0306,106949729.0,102531571.946
20160229,000300,2939.5802,2939.8745,2821.2149,2877.4666,129341020.0,118440829.598
20160309,000300,3045.9238,3072.9156,3020.1335,3071.907,111466245.0,106298652.785
20160310,000300,3056.2104,3074.1602,3012.6908,3013.1457,76072197.0,78180468.559
20160311,000300,2990.2135,3026.4368,2982.1722,3018.2844,73333564.0,74367296.548
20160420,000300,3244.1419,3248.4218,3107.3693,3181.0264,162207858.0,172324694.469
20160425,000300,3164.7384,3172.2694,3137.113,3162.0331,67519351.0,74734848.036
20160427,000300,3181.9305,3188.8264,3162.6914,3165.9156,60004147.0,70620405.995
20160505,000300,3204.1686,3217.282,3196.5661,3213.9199,74733681.0,83946496.908
20160510,000300,3055.2119,3084.7245,3055.1831,3069.1124,68849935.0,70650764.147
20160511,000300,3080.6361,3102.8768,3063.0883,3082.8086,81794258.0,87323408.342
20160518,000300,3071.5292,3072.6122,3039.4618,3068.0358,82715369.0,88458847.115
20160524,000300,3083.2441,3083.2571,3052.5905,3063.5556,58734385.0,61106015.446
20160826,000300,3312.4991,3328.9453,3301.7359,3307.0902,81530691.0,93213205.56
20160831,000300,3310.5654,3333.9729,3304.6552,3327.7938,79570805.0,99215044.445
20160905,000300,3321.0053,3338.4197,3314.6293,3319.6803,78292477.0,87531089.645
20160906,000300,3322.018,3347.9511,3300.1257,3342.6259,98283998.0,118366533.426
20160914,000300,3245.7371,3254.995,3231.3355,3238.7299,70432697.0,79780746.436
20160920,000300,3264.6649,3265.0353,3252.3885,3257.4034,52784206.0,61626150.818
20160921,000300,3257.7097,3270.9022,3254.3214,3266.6363,59142979.0,68957744.044
20160926,000300,3267.6905,3267.6905,3220.2838,3220.2838,70452186.0,78700835.132
20160928,000300,3243.647,3243.647,3227.996,3230.8904,44727498.0,51996404.752
20161010,000300,3265.3644,3294.6409,3258.9584,3293.8689,80519260.0,89607989.896
20161011,000300,3296.8672,3308.0042,3292.8775,3306.5573,87713163.0,88213421.183
20161012,000300,3299.1388,3302.561,3289.7532,3300.0099,68669781.0,72386912.616
20161014,000300,3298.734,3306.6859,3285.729,3305.8481,82316271.0,81485597.806
20161017,000300,3305.9635,3309.0097,3271.5413,3277.8787,86113509.0,88199418.936
20161018,000300,3272.6815,3321.3324,3272.6815,3321.3324,102860714.0,104625044.142
20161020,000300,3317.1792,3324.9031,3312.1741,3318.6044,79238871.0,82481095.277
20161021,000300,3315.7156,3341.5603,3309.1787,3327.74,109785176.0,107114926.126
20161024,000300,3332.5125,3382.8259,3330.9674,3367.5778,153014345.0,150063007.899
20161025,000300,3367.4753,3373.9139,3356.5853,3367.4547,111191693.0,110576512.916
20161102,000300,3350.71,3356.3974,3331.3841,3333.3524,91197104.0,100348995.733
20161107,000300,3353.4441,3362.7416,3342.3122,3356.5916,99877988.0,94370876.771
20161108,000300,3367.6974,3383.9174,3361.1292,3371.1177,103148282.0,105138256.061
20161109,000300,3370.5999,3373.096,3322.0798,3353.0547,139110059.0,145186921.69
20161111,000300,3387.9481,3422.6715,3382.8925,3417.2211,198781496.0,190647270.04
20161114,000300,3409.2241,3452.6159,3408.1392,3430.2482,213247105.0,208353308.629
20161115,000300,3428.8663,3434.9216,3415.9948,3429.8697,134566320.0,135206770.523
20161116,000300,3432.4336,3435.6366,3419.2435,3429.5921,129808511.0,128944599.173
20161121,000300,3412.6523,3463.1423,3412.0801,3441.1106,146434529.0,147542589.349
20161122,000300,3443.2201,3469.2189,3443.2201,3468.3637,168523446.0,167250665.827
20161124,000300,3468.8071,3508.1648,3467.0108,3488.7402,145746301.0,165071453.531
20161125,000300,3490.0399,3521.3029,3463.9477,3521.2984,153621506.0,166832181.108
20161129,000300,3525.9011,3583.7185,3521.3787,3564.0404,236918356.0,248322816.339
20161205,000300,3473.6876,3496.8838,3457.3433,3469.4073,180852355.0,190175061.733
20161206,000300,3466.2417,3477.5901,3456.8067,3459.1533,115529090.0,125727753.193
20161207,000300,3458.3687,3475.7473,3445.7561,3475.7473,114345103.0,115282194.223
20161208,000300,3481.8067,3484.3402,3466.512,3470.1426,117383922.0,119188508.676
20161212,000300,3489.2683,3495.8022,3400.793,3409.1794,187467751.0,199163540.831
20170104,000300,3340.5576,3369.5658,3338.1527,3368.3117,90050827.0,98014355.468
20170105,000300,3368.3402,3373.4119,3361.462,3367.7892,88336357.0,91189339.582
20170106,000300,3366.8522,3368.8705,3346.8914,3347.6665,87459114.0,91072256.748
20170109,000300,3345.7483,3366.2219,3344.3472,3363.9014,83707942.0,87916115.243
20170110,000300,3361.6394,3370.5051,3354.0878,3358.2716,83819160.0,82533965.08
20170111,000300,3355.8008,3366.6315,3334.2978,3334.4954,91071438.0,86750457.122
20170112,000300,3332.6857,3343.1279,3315.9629,3317.6241,81239135.0,75031886.874
20170113,000300,3317.9625,3338.174,3309.3741,3319.9122,84180589.0,84556101.403
20170116,000300,3314.1507,3322.7819,3264.2071,3319.4455,157779135.0,153262520.121
20170117,000300,3305.6001,3327.3767,3292.2044,3326.3563,69453328.0,74754505.696
20170119,000300,3330.9522,3346.4959,3324.6835,3329.2891,66159808.0,63869709.163
20170120,000300,3326.9773,3358.4121,3326.374,3354.8891,65300462.0,70831324.31
20170123,000300,3359.0543,3378.7388,3355.8475,3364.0808,75557498.0,76492660.154
20170124,000300,3363.1374,3371.32,3355.899,3364.4509,66194226.0,66049651.289
20170125,000300,3361.6561,3376.4415,3357.2183,3375.9042,58376931.0,62483395.802
20170126,000300,3378.2609,3395.8848,3378.2609,3387.9606,65316647.0,66488818.305
20170203,000300,3390.9315,3392.4773,3362.5653,3364.4923,55188861.0,57113853.255
20170206,000300,3368.1081,3381.3348,3358.7516,3373.2051,68521360.0,73408134.768
20170207,000300,3371.7695,3376.7099,3354.6251,3365.6849,63754462.0,69758178.999
20170208,000300,3361.7811,3383.6859,3347.4302,3383.2878,75402879.0,82869735.773
20170209,000300,3381.8992,3406.5888,3379.7872,3396.2924,97558515.0,102134228.699
20170210,000300,3398.3173,3422.3256,3398.0295,3413.4868,123768720.0,121908580.284
20170213,000300,3416.9168,3439.5432,3416.8746,3436.275,120144538.0,125332998.844
20170214,000300,3438.511,3440.6748,3424.4028,3435.8042,94809465.0,98537165.438
20170215,000300,3435.3882,3448.0322,3417.0811,3421.7131,127643338.0,124653179.488
20170216,000300,3421.8299,3440.9331,3418.3514,3440.9331,108276962.0,101809767.504
20170217,000300,3443.6166,3457.5562,3419.6143,3421.4419,114600036.0,118033129.67
20170220,000300,3421.6434,3472.6035,3421.6434,3471.3926,132628862.0,134681505.159
20170221,000300,3475.0584,3490.0855,3472.017,3482.823,114842009.0,120675429.543
20170222,000300,3483.2008,3489.946,3473.524,3489.7567,102815994.0,109232425.841
20170223,000300,3487.5745,3492.9616,3460.118,3473.3236,99536330.0,106555922.466
20170224,000300,3468.9588,3473.8517,3455.2514,3473.8517,95535133.0,99875164.759
20170227,000300,3471.1319,3472.8356,3441.3938,3446.2228,98672160.0,106830874.529
20170228,000300,3445.0274,3460.9089,3441.3589,3452.8103,75215260.0,81979307.361
20170301,000300,3452.2058,3472.6962,3449.109,3458.4376,103260354.0,109317781.348
20170302,000300,3463.4829,3468.471,3434.001,3435.0963,89898077.0,97876187.925
20170303,000300,3424.6627,3428.8824,3412.8312,3427.8628,80994652.0,90009618.835
20170306,000300,3427.2533,3449.0342,3425.9041,3446.484,83070882.0,95178548.496
20170307,000300,3446.1628,3454.0386,3440.0574,3453.9565,80334720.0,94483824.245
20170308,000300,3452.2006,3457.0351,3441.2575,3448.7313,79587690.0,89124904.682
20170310,000300,3423.9776,3436.2388,3423.9369,3427.8916,70016199.0,82161714.923
20170313,000300,3425.6723,3458.098,3412.6879,3458.098,91684124.0,108489140.923
20170314,000300,3456.6584,3465.3915,3448.9034,3456.6934,77077963.0,95317564.129
20170315,000300,3452.2139,3463.9191,3445.2676,3463.6436,79104954.0,94056256.667
20170316,000300,3472.2694,3492.1267,3472.2694,3481.5066,106333913.0,124695573.677
20170317,000300,3485.3114,3488.4969,3441.4685,3445.8051,103755560.0,122368918.55
20170320,000300,3449.0515,3454.063,3429.8254,3449.6126,88734322.0,103769403.897
20170321,000300,3449.7696,3466.7026,3445.6416,3466.3468,87707855.0,113528201.39
20170322,000300,3450.7544,3464.3328,3433.4994,3450.0502,104935894.0,123865640.377
20170323,000300,3452.4056,3470.8164,3435.6912,3461.9782,94318062.0,115813813.702
20170324,000300,3464.1966,3499.3179,3461.1108,3489.5997,125645833.0,141752526.681
20170327,000300,3488.7647,3505.9789,3474.5206,3478.0385,107015377.0,124388012.134
20170328,000300,3480.249,3482.2923,3461.4678,3469.8093,84194820.0,97495938.765
